sym_nr,pis,ko,psl,konf,lew,bs,inni
462,38.189,30.431,9.765,9.218,9.614,2.24,0.544
463,36.714,30.521,9.185,10.778,9.963,2.05,0.788
464,37.913,29.128,8.929,11.019,9.682,2.481,0.849
465,37.14,29.698,9.8,9.61,10.683,2.26,0.809
466,36.223,30.191,10.206,10.144,10.006,2.062,1.168
467,36.283,28.384,10.067,11.989,10.48,2.368,0.429
468,37.897,28.775,9.553,10.447,9.704,2.982,0.641
469,38.478,29.497,9.479,11.899,7.251,2.661,0.735
470,38.606,29.986,8.955,10.718,8.554,2.564,0.617
471,39.456,28.535,9.548,10.355,9.066,2.448,0.593
472,38.521,28.578,8.984,11.16,10.134,1.861,0.762
473,37.673,29.691,9.487,10.707,9.817,2.158,0.467
474,36.899,31.258,11.065,8.019,10.126,1.729,0.905
475,36.685,29.604,11.349,10.405,8.349,2.113,1.495
476,38.318,27.259,10.543,11.114,10.571,1.937,0.258
477,35.67,31.076,9.776,10.993,9.602,2.339,0.545
478,36.776,28.909,10.978,10.561,9.879,2.336,0.561
479,37.562,28.392,10.06,10.259,10.22,2.579,0.927
480,38.098,30.367,9.322,10.538,8.96,1.843,0.873
481,35.903,29.84,10.246,9.978,9.87,3.234,0.928
482,36.804,28.88,10.025,11.125,10.129,2.419,0.618
483,39.67,27.125,9.645,11.16,8.846,2.685,0.869
484,39.61,26.505,9.803,11.76,9.917,2.047,0.358
485,40.036,29.015,9.163,10.991,7.923,1.982,0.889
486,41.361,27.025,8.767,10.43,9.091,2.296,1.03
487,37.787,27.784,10.69,10.83,9.316,2.596,0.996
488,36.55,32.25,8.769,9.4,9.494,2.492,1.045
489,38.362,30.623,10.728,8.927,8.198,2.431,0.732
490,37.154,30.444,9.557,10.687,9.629,1.618,0.911
491,38.97,30.147,9.526,11.039,7.93,2.037,0.351
492,36.178,27.03,11.116,12.214,10.523,2.229,0.71
493,36.502,28.965,10.936,11.175,9.577,1.838,1.007
494,37.859,30.085,9.612,10.054,9.43,2.312,0.648
495,37.217,29.322,9.802,10.642,9.742,2.369,0.907
496,37.986,29.075,7.897,11.623,9.567,3.191,0.661
497,39.853,26.111,10.363,10.395,9.917,2.429,0.933
498,37.703,30.202,9.254,10.337,9.265,2.674,0.564
499,37.259,32.642,9.025,10.751,8.17,1.728,0.426
500,39.063,27.955,9.326,11.611,9.47,1.811,0.763
501,34.384,30.878,8.657,13.218,10.127,1.882,0.854
502,37.333,29.382,9.458,10.961,9.437,2.87,0.558
503,36.135,31.88,9.3,10.636,9.044,2.36,0.645
504,36.163,29.166,10.497,9.978,10.784,2.818,0.595
505,37.348,30.883,9.061,9.964,9.637,2.087,1.02
506,36.445,28.493,10.497,10.929,10.299,2.871,0.465
507,35.234,30.6,9.605,11.289,10.453,2.008,0.811
508,38.64,28.519,9.312,11.453,9.526,2.105,0.444
509,38.273,27.392,10.68,11.052,9.552,2.341,0.711
510,38.312,30.875,7.993,10.283,10.361,1.491,0.684
511,36.919,29.526,9.847,10.531,10.082,2.545,0.55
512,37.548,30.042,10.841,10.157,9.404,1.602,0.405
513,38.518,27.422,10.363,10.81,9.713,2.745,0.43
514,39.408,27.567,9.56,9.462,10.951,2.012,1.04
515,38.141,28.555,10.151,10.727,9.386,2.091,0.948
516,38.924,29.505,9.323,9.383,9.871,1.94,1.054
517,37.624,28.323,9.961,10.512,9.887,2.888,0.804
518,38.329,30.059,10.748,9.014,9.81,1.487,0.553
519,39.62,27.642,10.719,8.848,9.785,2.453,0.933
520,37.071,32.334,9.09,9.381,10.331,0.808,0.984
521,39.07,28.905,10.886,9.301,9.212,2.36,0.265
522,38.925,29.029,10.483,10.975,8.132,2.445,0.013
523,37.146,29.436,10.737,11.805,8.821,1.815,0.239
524,40.184,28.818,9.647,10.037,9.411,1.559,0.344
525,38.356,30.21,8.397,10.716,9.202,1.97,1.147
526,39.55,27.762,10.891,10.747,8.754,1.067,1.229
527,40.076,28.509,9.207,9.782,10.12,1.932,0.373
528,36.691,30.98,9.007,9.705,10.318,2.648,0.652
529,38.71,30.636,9.282,9.705,8.521,2.358,0.788
530,36.701,29.321,10.323,10.862,9.516,2.164,1.114
531,39.908,28.961,8.947,10.378,8.795,2.27,0.741
532,36.854,29.417,9.111,10.495,10.173,2.957,0.992
533,39.855,27.931,8.029,10.655,9.485,3.066,0.98
534,38.357,30.07,10.236,9.771,9.691,1.521,0.354
535,36.064,30.092,11.425,9.932,8.804,2.651,1.031
536,39.257,29.564,9.891,10.967,7.545,2.537,0.238
537,39.572,30.448,7.832,10.28,8.998,2.224,0.645
538,37.021,29.51,9.644,10.712,9.905,2.436,0.772
539,35.993,32.906,7.003,9.66,10.177,3.269,0.993
540,37.055,30.96,7.783,10.722,10.859,1.579,1.041
541,37.695,29.835,9.719,10.08,9.507,1.995,1.169
542,36.816,30.051,11.139,10.688,9.745,1.261,0.3
543,39.594,27.297,10.725,9.991,9.834,2.024,0.535
544,38.792,29.398,8.952,10.48,9.108,2.365,0.904
545,35.338,30.189,9.458,10.936,11.03,2.251,0.797
546,38.299,29.52,8.674,10.866,9.87,2.151,0.619
547,36.302,29.335,10.099,10.717,10.302,2.352,0.892
548,39.893,28.344,10.67,9.082,9.582,1.628,0.801
549,38.05,27.638,11.198,10.567,8.884,2.597,1.067
550,39.351,27.967,9.715,11.264,8.874,2.5,0.33
551,36.032,30.965,10.614,8.9,10.395,2.562,0.532
552,39.693,28.167,7.52,12.149,9.078,2.672,0.721
553,38.113,30.414,9.442,8.815,10.463,1.987,0.766
554,35.969,30.374,10.858,9.904,9.892,2.072,0.93
555,35.119,30.049,10.269,10.364,11.116,2.152,0.932
556,39.273,27.638,9.944,10.307,9.938,2.146,0.754
557,36.206,29.044,11.261,10.372,10.078,2.394,0.644
558,38.361,30.124,10.038,9.301,9.245,2.244,0.687
559,36.118,29.416,11.214,11.401,9.451,1.706,0.694
560,37.062,30.669,8.884,9.378,10.268,3.013,0.726
561,36.894,30.047,9.549,10.781,9.81,2.167,0.752
562,37.258,29.909,11.224,10.48,8.474,2.083,0.572
563,36.971,32.625,8.964,9.671,8.591,2.233,0.947
564,38.486,29.592,8.556,8.944,10.902,2.392,1.128
565,36.979,28.927,10.798,10.096,10.631,2.549,0.02
566,35.937,30.073,10.268,10.256,10.245,2.437,0.784
567,39.251,29.004,10.002,9.116,8.653,2.524,1.449
568,37.124,27.056,12.226,10.269,10.261,1.912,1.152
569,37.445,29.726,9.204,10.43,9.715,2.368,1.112
570,37.225,29.14,8.574,11.491,10.816,1.768,0.987
571,37.009,28.263,10.395,10.064,10.458,2.753,1.059
572,39.848,28.011,8.08,10.95,9.831,2.566,0.713
573,41.143,28.375,9.018,9.087,10.248,1.866,0.264
574,39.298,29.005,10.17,10.654,8.259,2.002,0.611
575,37.199,29.768,10.087,10.091,10.481,1.678,0.696
576,40.872,28.196,7.989,11.065,8.957,2.11,0.81
577,38.678,29.328,9.772,9.007,9.679,2.512,1.023
578,38.416,29.547,9.232,9.374,9.916,2.908,0.606
579,38.806,28.913,8.839,11.226,9.228,2.451,0.537
580,38.458,29.216,11.521,9.033,9.014,1.772,0.986
581,36.453,29.399,11.268,10.739,9.359,2.659,0.123
582,38.173,29.062,9.83,9.541,10.269,2.595,0.531
583,37.338,29.955,10.519,11.102,8.03,2.248,0.807
584,38.939,29.39,8.102,11.287,10.06,1.093,1.129
585,39.909,28.73,8.48,11.736,7.949,2.509,0.688
586,41.337,28.329,10.237,7.596,9.708,2.126,0.667
587,37.243,29.453,9.612,10.01,10.88,2.357,0.446
588,39.398,26.333,9.943,10.64,10.309,2.328,1.049
589,35.993,30.935,10.399,10.52,8.985,2.322,0.847
590,37.868,29.203,10.008,9.324,10.913,1.701,0.983
591,38.024,28.472,9.742,10.45,9.817,2.556,0.938
592,37.111,29.016,9.475,10.65,10.106,2.399,1.243
593,36.273,27.065,10.857,12.765,10.281,1.958,0.8
594,36.104,31.221,8.916,11.355,9.402,1.865,1.137
595,38.239,29.829,10.971,9.916,8.492,1.984,0.569
596,37.228,31.463,10.192,9.876,8.222,2.112,0.907
597,35.23,30.084,10.749,11.469,9.909,1.418,1.141
598,38.457,29.713,9.065,10.157,9.703,2.473,0.433
599,37.353,28.488,9.35,11.682,9.397,2.795,0.935
600,38.446,28.95,10.804,10.284,9.741,1.66,0.115
601,37.441,29.633,10.482,10.399,8.693,2.199,1.154
602,38.672,28.851,10.269,10.848,8.848,1.842,0.67
603,37.645,28.262,9.776,11.928,9.137,2.388,0.865
604,37.699,30.055,10.855,9.823,8.161,2.648,0.759
605,38.444,27.702,8.968,11.437,9.848,2.998,0.603
606,36.268,26.554,11.469,11.888,10.32,2.976,0.524
607,38.456,31.349,8.238,9.049,10.06,2.27,0.578
608,36.222,29.339,10.875,11.222,9.429,1.995,0.917
609,35.427,31.351,10.041,11.504,9.251,1.85,0.577
610,37.214,30.075,9.651,10.534,9.49,2.804,0.232
611,36.855,30.939,9.921,11.021,9.138,1.667,0.458
612,37.395,28.599,9.099,10.577,11.108,2.25,0.972
613,37.33,28.483,11.111,10.029,9.935,2.338,0.774
614,36.351,29.165,9.68,10.51,11.189,2.025,1.08
615,38.72,29.195,10.152,10.05,9.018,2.145,0.72
616,37.964,29.205,10.801,10.399,9.215,1.8,0.614
617,36.112,32.816,9.404,9.595,9.529,1.686,0.858
618,39.886,30.657,8.706,9.709,8.64,2.058,0.345
619,39.37,28.76,9.632,11.285,8.889,1.782,0.283
620,36.148,30.206,10.125,10.664,9.654,2.037,1.165
621,38.495,28.512,10.754,10.228,9.274,2.117,0.618
622,38.492,30.552,8.186,10.816,9.539,1.876,0.541
623,37.74,31.139,10.86,9.915,7.617,1.846,0.884
624,38.253,29.236,10.994,10.235,8.617,2.245,0.419
625,37.126,28.347,7.883,12.495,10.348,3.333,0.467
626,36.529,31.135,9.554,10.712,8.537,2.719,0.815
627,37.841,26.748,10.055,10.868,10.729,2.949,0.809
628,36.445,30.031,9.55,12.005,9.18,1.945,0.844
629,38.07,27.888,9.284,10.905,9.993,2.824,1.035
630,38.237,28.9,9.984,10.468,9.134,2.725,0.552
631,38.688,27.144,9.599,11.043,10.119,3.149,0.259
632,40.253,27.411,10.765,10.144,8.128,2.677,0.622
633,39.007,29.145,9.304,10.427,10.131,1.495,0.49
634,36.989,28.957,10.989,11.159,8.265,2.935,0.706
635,37.953,31.422,7.988,10.634,9.256,2.117,0.631
636,35.942,29.771,9.828,11.542,9.256,2.573,1.088
637,37.207,27.739,11.309,9.989,10.362,2.934,0.458
638,34.539,31.423,10.014,10.505,10.091,2.775,0.654
639,36.175,30.602,9.283,9.744,9.197,4.21,0.789
640,34.936,27.296,11.593,12.131,11.008,2.177,0.86
641,37.326,29.255,8.746,11.651,9.475,2.766,0.781
642,36.853,30.878,8.824,9.929,10.507,2.185,0.824
643,36.792,30.284,10.717,10.815,8.971,1.533,0.889
644,38.928,29.761,9.841,8.419,9.313,2.728,1.011
645,38.944,28.737,8.159,11.44,10.25,2.266,0.203
646,36.216,29.158,10.903,12.388,8.225,2.02,1.091
647,36.823,30.238,8.109,11.668,10.167,2.221,0.775
648,34.013,28.252,12.08,10.521,11.706,2.549,0.879
649,35.585,28.753,10.444,11.463,11.302,2.01,0.444
650,37.864,30.623,8.254,10.829,9.049,2.334,1.047
651,37.833,28.145,10.353,10.703,9.789,2.615,0.563
652,39.273,29.499,8.814,9.947,10.305,2.139,0.023
653,37.452,27.666,10.218,11.87,9.786,2.251,0.757
654,37.66,28.739,9.854,11.17,10.354,1.876,0.346
655,38.693,29.589,10.373,12.158,7.556,1.445,0.186
656,36.998,30.005,10.547,10.331,9.235,2.476,0.409
657,38.171,31.178,9.409,10.683,8.41,2.144,0.005
658,34.59,28.349,9.06,12.74,11.56,3.007,0.694
659,39.482,30.628,8.441,8.767,9.803,2.024,0.856
660,36.517,31.392,9.58,10.483,9.467,2.137,0.424
661,38.291,28.996,9.972,10.613,9.413,2.392,0.323
662,36.64,28.146,9.877,11.301,10.028,2.712,1.296
663,37.635,28.18,11.183,10.257,9.518,2.951,0.276
664,41.317,29.287,9.692,8.911,6.739,2.789,1.265
665,38.999,28.858,9.548,10.572,8.384,2.849,0.791
666,39.71,30.043,10.16,9.095,8.601,1.982,0.411
667,39.766,28.697,9.942,10.029,8.885,1.756,0.925
668,37.852,27.478,9.31,11.157,10.777,2.49,0.936
669,35.885,31.399,8.374,10.482,9.979,3.605,0.275
670,39.884,27.379,8.34,10.346,10.188,2.726,1.138
671,37.618,29.267,9.77,12.085,9.061,1.649,0.551
672,38.078,28.281,10.599,9.086,10.532,2.767,0.656
673,38.47,29.191,10.489,8.339,10.189,2.56,0.761
674,38.164,28.928,9.571,11.011,9.037,2.507,0.783
675,38.199,30.516,11.021,9.716,8.215,2.004,0.33
676,36.967,30.34,10.966,10.033,9.349,1.992,0.354
677,36.857,28.804,8.957,11.612,9.523,3.32,0.927
678,39.567,28.715,8.569,11.925,8.7,2.022,0.502
679,39.034,26.937,10.732,11.236,10.049,1.636,0.376
680,37.451,28.906,10.222,10.506,9.419,2.811,0.685
681,37.887,31.685,8.599,9.413,9.997,1.567,0.85
682,37.947,30.95,9.939,11.045,7.822,1.973,0.325
683,36.287,30.103,8.542,10.861,12.237,1.392,0.579
684,39.313,28.414,11.312,10.305,7.269,2.67,0.716
685,36.212,31.533,8.529,10.247,10.552,2.431,0.496
686,36.922,28.381,9.616,11.021,10.575,3.103,0.382
687,37.118,26.829,11.441,9.661,11.24,2.38,1.333
688,37.247,27.88,9.976,11.684,9.74,2.538,0.936
689,36.491,28.761,8.387,11.648,10.747,3.107,0.858
690,38.301,27.808,9.468,11.707,9.439,2.102,1.175
691,38.066,29.538,10.014,10.212,8.82,2.87,0.479
692,38.561,29.501,9.245,9.593,9.805,2.496,0.799
693,37.262,28.249,10.358,10.863,9.866,2.705,0.696
694,37.519,28.832,9.863,11.196,9.844,1.736,1.01
695,40.592,27.876,9.138,9.505,10.433,1.504,0.952
696,38.854,30.03,9.187,10.391,9.691,1.525,0.321
697,37.405,27.017,10.678,11.047,10.56,3.191,0.103
698,38.812,28.742,9.642,10.523,8.903,2.772,0.606
699,39.425,27.489,9.563,10.126,10.91,2.283,0.204
700,39.783,28.815,8.565,9.121,10.901,2.052,0.764
701,36.601,30.202,11.556,10.393,8.552,1.84,0.857
702,36.034,30.416,9.078,10.744,9.856,2.788,1.083
703,37.004,30.292,10.444,10.619,9.25,1.634,0.758
704,37.093,29.306,9.616,11.247,9.981,2.049,0.708
705,39.465,29.807,8.509,9.81,8.462,3.188,0.758
706,37.28,29.562,8.773,12.291,8.723,2.749,0.622
707,39.403,28.681,9.012,10.79,9.347,2.169,0.599
708,36.199,27.288,12.676,12.139,8.344,2.667,0.688
709,35.642,29.319,11.363,10.395,9.098,3.103,1.079
710,38.222,30.116,9.386,10.817,8.815,2.074,0.57
711,38.551,27.431,9.528,12.564,8.922,2.41,0.594
712,36.086,30.834,9.534,12.0,8.149,2.697,0.7
713,36.78,29.805,10.735,11.63,9.045,1.311,0.695
714,38.975,28.986,9.642,9.396,10.401,2.088,0.513
715,37.937,30.659,9.282,10.712,8.818,1.815,0.777
716,38.16,29.273,11.007,9.752,9.778,1.859,0.172
717,38.166,28.762,10.416,9.894,9.916,2.019,0.828
718,38.478,29.185,9.657,10.261,9.873,2.269,0.277
719,39.583,29.483,9.206,8.874,9.728,2.39,0.735
720,38.487,28.159,10.441,9.726,10.068,2.263,0.855
721,38.13,29.287,11.455,10.16,8.705,1.572,0.689
722,35.889,30.682,9.957,10.483,10.176,2.154,0.659
723,37.515,28.828,8.689,11.847,9.347,3.02,0.754
724,34.845,31.698,9.875,11.199,9.158,2.457,0.769
725,38.579,30.291,8.119,11.394,8.737,2.065,0.815
726,39.368,30.468,8.421,8.745,10.185,2.437,0.376
727,37.091,30.044,9.422,10.801,9.528,2.38,0.733
728,39.031,29.29,10.666,11.109,7.597,1.835,0.473
729,37.046,29.357,9.876,11.602,9.22,2.082,0.818
730,37.838,28.722,9.948,9.326,11.421,2.32,0.425
731,39.772,25.238,11.222,10.077,9.904,3.029,0.758
732,39.788,27.783,9.151,10.84,8.843,2.661,0.935
733,39.802,30.183,8.572,10.296,9.646,1.146,0.355
734,37.402,30.524,10.671,9.994,8.397,2.121,0.891
735,37.532,29.73,8.149,11.254,9.557,2.574,1.204
736,36.933,29.254,11.882,10.4,8.873,2.075,0.583
737,39.825,29.257,10.233,8.864,9.023,2.264,0.534
738,37.718,30.182,10.084,11.007,9.292,1.565,0.151
739,39.766,29.956,8.167,9.179,10.347,1.895,0.69
740,36.372,31.538,8.989,10.895,9.42,1.991,0.795
741,36.257,33.326,10.502,8.746,8.996,1.434,0.739
742,36.912,31.231,9.181,10.101,10.225,1.527,0.822
743,38.542,27.344,10.527,10.451,9.926,2.35,0.859
744,37.533,30.219,9.046,10.195,10.062,2.211,0.734
745,38.645,30.049,9.426,9.659,9.367,2.389,0.465
746,37.863,29.367,9.679,10.236,9.962,2.321,0.573
747,37.904,30.327,9.494,9.779,9.401,2.318,0.777
748,37.078,28.861,8.521,12.439,9.64,2.78,0.682
749,36.822,28.622,10.965,10.737,9.787,2.31,0.758
750,40.937,28.427,10.351,8.669,8.325,2.727,0.564
751,38.694,28.706,10.854,10.685,9.403,0.961,0.696
752,37.946,29.053,8.85,10.577,10.328,2.419,0.827
753,38.41,29.176,11.179,9.7,9.175,2.003,0.357
754,36.973,29.09,11.058,9.876,9.627,2.583,0.792
755,38.242,29.442,8.541,11.876,9.105,2.01,0.784
756,37.731,28.498,9.864,11.239,8.714,2.894,1.06
757,37.727,28.877,9.796,10.808,9.664,2.353,0.775
758,40.446,29.355,10.112,9.844,7.71,1.944,0.588
759,36.96,29.182,10.69,10.533,9.337,2.584,0.714
760,36.042,30.436,8.519,10.582,11.048,2.898,0.476
761,39.708,27.871,10.133,10.767,9.328,1.675,0.518
762,37.487,29.415,11.036,9.671,9.568,2.264,0.56
763,36.685,28.679,10.771,10.399,10.347,2.835,0.283
764,39.29,29.265,10.515,11.147,7.538,2.051,0.193
765,38.559,31.226,8.178,10.143,8.917,2.243,0.735
766,34.317,29.935,9.984,11.532,10.132,3.476,0.624
767,36.885,31.283,9.139,10.371,8.968,2.58,0.774
768,38.166,29.739,9.145,9.652,10.23,2.591,0.476
769,35.679,29.856,10.022,11.396,9.877,2.227,0.942
770,36.983,30.254,11.096,10.68,8.293,2.237,0.458
771,36.684,30.519,8.464,11.352,9.112,2.928,0.941
772,36.459,31.765,9.958,9.412,9.109,2.369,0.928
773,38.563,30.594,9.683,8.648,8.929,3.052,0.531
774,37.541,29.742,10.563,10.809,8.815,1.619,0.91
775,37.534,28.287,11.599,11.309,8.488,2.121,0.662
776,35.869,32.374,10.806,10.086,8.904,1.799,0.162
777,36.795,29.846,9.526,11.082,10.075,2.308,0.368
778,37.151,27.91,10.446,10.27,10.123,2.869,1.231
779,37.975,31.553,8.746,9.119,9.544,2.573,0.49
780,37.952,28.037,9.62,9.873,10.928,2.677,0.912
781,39.201,31.87,8.15,9.278,8.271,2.462,0.768
782,38.948,28.927,9.509,11.242,9.168,1.366,0.841
783,38.915,28.68,10.431,10.818,8.91,1.581,0.665
784,36.565,30.281,9.684,11.495,9.482,2.114,0.378
785,38.749,28.245,8.488,10.605,10.082,2.292,1.54
786,38.896,31.165,10.671,8.699,7.663,1.998,0.907
787,37.728,29.989,8.743,9.483,11.1,2.16,0.797
788,37.119,28.452,9.494,12.539,10.192,1.519,0.686
789,38.062,26.702,9.861,12.173,11.032,1.417,0.754
790,36.893,30.632,9.308,11.309,8.287,2.826,0.745
791,38.074,29.722,11.518,9.173,8.301,2.562,0.65
792,39.929,30.555,8.109,8.715,9.729,2.111,0.851
793,38.963,27.73,9.682,10.643,10.001,2.51,0.472
794,38.336,30.256,7.036,9.898,11.539,2.315,0.62
795,38.999,27.866,10.272,12.022,7.908,2.09,0.842
796,37.944,27.918,10.889,9.961,10.346,1.968,0.975
797,37.32,30.708,8.36,10.653,10.125,1.407,1.428
798,38.071,29.491,9.113,10.62,9.419,2.297,0.989
799,36.785,30.14,9.314,10.277,9.982,2.461,1.04
800,36.613,30.117,10.03,10.561,9.49,2.435,0.754
801,37.926,27.367,9.173,10.422,12.283,1.979,0.85
802,36.871,29.159,9.473,10.575,10.293,2.131,1.499
803,36.491,28.531,9.862,9.981,11.364,2.473,1.297
804,38.525,28.14,12.665,10.235,8.214,1.759,0.462
805,38.107,28.622,8.185,12.088,9.595,2.354,1.049
806,37.063,28.922,10.506,11.432,9.596,1.824,0.656
807,35.066,31.155,9.404,11.3,9.719,2.429,0.927
808,34.256,31.681,11.19,10.68,9.348,2.477,0.367
809,35.624,30.353,10.07,10.373,9.902,2.679,1.0
810,37.994,28.834,8.734,11.831,10.16,2.312,0.134
811,37.321,30.883,8.945,10.468,8.951,2.544,0.888
812,38.502,29.622,9.197,9.997,9.636,2.622,0.424
813,38.343,30.49,9.802,10.045,8.687,1.823,0.811
814,37.314,30.489,9.722,9.6,9.89,1.977,1.009
815,39.453,29.391,9.935,9.929,9.53,1.447,0.315
816,36.338,30.632,9.434,11.809,9.264,1.397,1.125
817,35.513,29.933,10.656,10.91,10.126,2.56,0.302
818,37.266,27.073,10.486,10.756,10.691,2.963,0.766
819,38.561,28.951,9.447,10.192,8.78,2.894,1.175
820,40.235,29.274,8.479,9.953,9.034,2.271,0.755
821,37.215,30.652,9.324,10.552,9.709,1.877,0.672
822,37.708,29.157,9.693,10.237,10.476,1.991,0.74
823,37.101,30.544,7.856,10.933,10.743,2.109,0.714
824,36.673,29.637,10.859,10.452,9.657,1.788,0.933
825,37.667,29.657,9.528,11.22,9.042,1.993,0.893
826,36.445,28.247,9.835,12.08,9.15,3.227,1.016
827,39.564,26.809,10.197,10.542,10.567,1.745,0.576
828,38.25,28.126,11.589,9.562,9.424,2.254,0.795
829,41.06,29.051,7.155,8.977,10.632,2.125,1.001
830,36.39,30.458,9.105,9.395,11.962,2.079,0.61
831,35.754,29.747,9.849,9.847,10.517,3.333,0.953
832,38.782,29.145,9.689,10.54,9.034,2.172,0.638
833,37.024,29.241,12.26,8.85,9.153,2.814,0.658
834,35.268,31.535,10.069,9.236,10.522,2.044,1.325
835,38.394,29.261,9.929,10.409,9.252,1.589,1.166
836,37.845,30.541,9.037,9.799,10.215,2.199,0.363
837,39.373,28.053,9.487,10.071,10.235,1.898,0.884
838,38.539,27.493,9.836,10.076,10.875,2.291,0.889
839,37.574,31.076,9.312,9.285,10.863,1.347,0.543
840,38.045,29.305,9.783,11.934,8.89,1.228,0.814
841,38.792,27.513,8.792,11.182,10.908,2.207,0.605
842,36.301,29.577,10.911,10.173,10.125,2.238,0.675
843,37.041,27.338,10.857,10.956,10.819,2.651,0.337
844,36.899,27.703,10.792,8.911,11.604,2.92,1.169
845,38.444,30.015,9.6,10.282,8.729,1.989,0.942
846,36.619,32.095,9.47,10.429,8.548,2.001,0.837
847,37.561,29.107,11.514,9.445,9.663,2.38,0.33
848,40.638,29.753,9.474,8.706,8.376,2.061,0.992
849,36.228,30.074,10.664,10.544,9.068,2.424,0.998
850,40.122,28.288,9.395,9.28,8.538,2.655,1.722
851,38.013,29.387,9.293,10.77,9.492,2.367,0.677
852,40.818,29.357,9.19,9.462,9.252,1.572,0.349
853,36.172,31.243,11.05,9.994,8.952,1.821,0.768
854,40.979,28.717,9.583,9.376,7.762,2.607,0.976
855,39.119,28.082,10.461,11.346,7.715,2.725,0.551
856,38.894,27.389,9.595,11.743,10.043,2.078,0.258
857,38.794,30.783,8.507,10.022,8.954,2.314,0.625
858,37.734,30.599,8.884,10.705,9.073,2.511,0.494
859,36.828,29.378,9.978,10.841,9.496,2.854,0.625
860,34.137,30.864,11.728,9.899,10.817,2.165,0.39
861,37.221,29.142,10.471,9.612,9.476,3.53,0.548
862,36.972,28.052,11.492,9.652,10.941,2.683,0.209
863,37.215,30.377,10.027,9.191,9.835,2.692,0.663
864,36.31,32.728,10.025,10.625,8.468,1.468,0.375
865,37.532,28.767,10.307,8.999,10.229,3.192,0.974
866,39.027,31.166,8.06,10.721,8.287,2.328,0.411
867,38.883,30.467,7.842,9.693,9.678,2.727,0.711
868,37.936,28.264,10.114,10.457,10.76,1.675,0.794
869,38.984,29.422,9.185,10.026,8.649,2.873,0.859
870,37.162,29.62,8.445,10.486,10.705,3.229,0.354
871,35.524,30.437,10.55,10.048,9.905,2.384,1.152
872,40.37,28.448,8.788,9.99,9.574,2.151,0.68
873,39.159,31.155,8.535,9.201,9.679,1.894,0.376
874,38.433,27.07,10.695,11.679,9.002,2.405,0.717
875,38.068,29.44,10.581,10.506,8.836,1.939,0.63
876,39.345,29.435,7.983,9.846,10.723,1.99,0.678
877,38.834,27.438,10.861,10.157,9.88,2.051,0.779
878,36.258,29.045,10.344,12.229,9.341,2.097,0.687
879,38.827,28.168,11.115,9.316,9.718,2.047,0.809
880,37.308,31.219,9.278,9.964,8.532,2.888,0.811
881,39.098,28.752,8.304,11.091,9.373,2.555,0.827
882,35.272,30.122,9.375,11.391,10.551,2.708,0.581
883,35.238,28.65,11.754,10.823,10.574,2.316,0.645
884,37.805,28.664,10.321,11.268,9.353,1.681,0.908
885,35.959,29.878,9.085,10.984,11.499,1.887,0.707
886,40.027,27.969,8.368,9.787,10.902,2.062,0.884
887,35.404,29.431,8.611,11.38,12.292,2.524,0.357
888,40.489,28.51,9.843,10.237,8.32,2.115,0.486
889,37.927,29.531,9.022,10.701,9.352,2.872,0.595
890,37.886,29.077,9.279,10.808,10.966,1.371,0.614
891,38.843,29.072,10.415,10.194,8.442,1.855,1.179
892,37.461,31.173,8.704,9.484,9.897,2.638,0.642
893,37.865,29.194,9.365,12.533,8.575,1.975,0.493
894,36.487,31.331,10.663,10.676,8.569,1.722,0.552
895,39.54,27.77,9.689,10.561,9.845,1.891,0.704
896,38.981,28.64,9.683,11.11,8.882,1.773,0.931
897,36.626,30.918,10.548,9.893,9.725,2.079,0.211
898,37.043,28.806,10.086,10.659,10.306,2.675,0.425
899,37.338,30.809,8.913,11.882,8.171,1.841,1.046
900,36.542,30.672,9.882,10.084,8.788,2.857,1.175
901,35.317,32.347,8.67,10.088,10.38,2.531,0.666
902,38.45,27.845,8.8,11.479,10.554,2.436,0.436
903,36.58,31.431,9.349,10.827,8.487,2.331,0.994
904,36.251,31.105,8.905,11.102,9.694,2.425,0.518
905,38.136,30.14,10.342,11.195,7.645,1.674,0.867
906,36.125,28.447,11.779,10.297,9.662,2.858,0.832
907,39.082,27.184,9.081,10.481,10.263,2.889,1.019
908,35.793,29.126,10.862,9.979,10.923,2.777,0.54
909,36.579,31.534,8.961,9.948,9.334,2.853,0.791
910,39.517,30.597,8.188,9.4,8.588,2.903,0.807
911,39.861,29.094,8.601,9.033,9.628,2.78,1.003
912,38.407,29.448,9.26,10.568,8.524,2.901,0.892
913,38.812,29.654,10.565,10.26,7.504,2.495,0.709
914,35.856,33.528,10.343,10.153,7.639,1.853,0.629
915,37.535,31.901,7.966,10.464,9.704,2.149,0.281
916,40.0,31.091,9.579,7.078,9.529,1.859,0.863
917,34.966,30.135,9.266,11.415,11.484,1.912,0.822
918,36.85,29.717,8.962,11.027,9.982,2.284,1.176
919,38.934,27.046,9.659,11.519,9.768,2.043,1.031
920,38.824,31.188,9.186,9.31,8.383,2.519,0.59
921,38.429,30.887,10.209,9.219,9.011,1.406,0.838
922,34.72,29.643,11.234,11.841,8.862,2.918,0.781
923,36.405,31.204,9.09,9.022,10.889,2.828,0.561
924,37.262,31.444,11.255,8.968,9.117,1.129,0.825
925,36.981,30.901,9.045,10.565,9.768,1.582,1.158
