sym_nr,pis,ko,psl,konf,lew,bs,inni
5851,36.343,30.74,9.597,9.446,10.364,2.73,0.779
5852,37.473,29.622,8.289,11.245,9.117,3.606,0.649
5853,37.803,31.641,8.822,8.537,11.42,1.418,0.358
5854,37.325,29.258,9.982,10.85,10.173,1.995,0.417
5855,39.331,27.606,10.031,10.745,9.145,2.541,0.601
5856,38.851,26.909,11.937,9.926,10.148,1.411,0.817
5857,39.921,27.689,9.585,10.964,9.096,1.869,0.876
5858,40.165,26.512,10.383,9.661,11.073,1.373,0.833
5859,38.17,28.563,11.893,9.139,8.518,2.44,1.277
5860,38.062,28.134,11.614,10.555,7.799,3.32,0.516
5861,37.497,29.55,10.459,9.94,9.577,1.987,0.99
5862,36.595,32.181,10.519,9.99,8.206,2.394,0.115
5863,39.171,27.377,10.685,9.927,9.63,2.083,1.127
5864,37.17,27.938,10.821,11.737,9.671,2.335,0.328
5865,37.412,28.118,9.719,9.309,12.127,2.24,1.076
5866,39.617,29.416,10.11,8.461,9.684,2.224,0.489
5867,36.355,29.771,9.215,10.27,10.32,2.967,1.103
5868,37.834,29.361,9.387,11.022,8.522,3.264,0.61
5869,37.994,27.468,10.633,9.834,11.561,1.47,1.042
5870,37.181,32.365,9.194,10.099,8.828,1.605,0.729
5871,37.456,30.453,8.863,10.316,9.733,2.249,0.93
5872,37.627,30.004,9.199,11.156,9.719,1.915,0.38
5873,37.684,28.696,10.413,11.628,8.457,2.062,1.059
5874,39.016,28.782,9.913,9.923,9.699,1.835,0.833
5875,39.609,28.852,9.905,9.577,9.348,2.145,0.564
5876,36.945,30.343,9.478,8.964,11.399,1.889,0.982
5877,38.492,30.053,9.391,10.233,9.469,1.25,1.112
5878,35.59,31.855,9.441,11.384,8.513,2.318,0.9
5879,40.891,27.058,10.806,11.661,8.215,0.889,0.479
5880,37.499,31.711,9.868,10.661,8.091,1.637,0.533
5881,35.762,32.567,8.756,9.871,9.996,2.338,0.711
5882,38.064,29.313,8.398,10.472,10.865,2.236,0.651
5883,37.259,28.545,10.005,12.234,9.644,1.432,0.881
5884,38.228,28.735,10.195,10.478,9.285,1.704,1.373
5885,37.009,29.369,9.906,11.464,9.843,1.786,0.623
5886,37.671,29.088,10.809,11.753,8.952,1.629,0.098
5887,42.088,25.114,10.773,10.894,8.916,1.823,0.393
5888,38.79,30.073,8.681,10.528,9.254,1.869,0.805
5889,38.157,28.775,9.884,10.825,9.409,2.405,0.544
5890,35.914,31.454,10.549,9.633,9.173,2.378,0.899
5891,37.109,28.017,11.54,10.56,10.27,2.007,0.497
5892,37.509,27.869,9.548,10.339,11.001,3.012,0.721
5893,38.139,30.419,7.725,9.415,11.908,1.44,0.953
5894,38.703,28.156,12.091,8.639,9.323,2.707,0.38
5895,40.187,29.844,9.289,10.482,8.86,0.729,0.609
5896,39.306,30.604,8.923,8.927,9.473,2.01,0.756
5897,38.468,29.512,9.381,10.096,9.794,2.194,0.554
5898,38.907,30.434,8.55,10.48,9.867,1.724,0.039
5899,39.463,30.205,7.441,9.647,10.257,2.715,0.273
5900,37.097,29.762,10.64,11.087,8.592,2.152,0.671
5901,35.116,30.911,9.678,11.152,9.552,2.808,0.783
5902,37.671,30.218,8.605,10.048,9.803,2.847,0.809
5903,37.353,31.737,10.085,9.769,8.618,1.955,0.483
5904,38.952,30.006,7.635,9.986,9.561,2.911,0.949
5905,35.706,32.222,10.114,10.753,8.027,2.571,0.606
5906,37.375,27.298,10.926,11.746,10.339,2.084,0.23
5907,39.335,29.133,10.46,9.992,8.113,2.442,0.526
5908,36.344,28.414,9.643,12.961,9.011,3.237,0.391
5909,37.607,29.589,10.2,9.94,10.435,1.18,1.05
5910,35.558,30.465,9.698,10.376,9.955,2.767,1.181
5911,35.918,31.071,9.235,10.478,10.272,2.94,0.086
5912,37.841,29.753,11.015,10.577,9.54,0.858,0.416
5913,38.484,26.821,9.801,10.428,11.433,2.811,0.222
5914,40.603,28.814,10.032,8.071,9.415,2.21,0.855
5915,41.064,27.446,9.955,10.668,8.746,1.575,0.547
5916,37.326,30.474,9.881,9.633,9.198,2.635,0.854
5917,38.081,28.501,11.214,10.349,8.26,2.412,1.184
5918,36.833,30.493,10.333,10.754,8.212,2.637,0.737
5919,35.701,31.431,9.369,12.041,9.164,1.217,1.077
5920,40.207,29.879,9.486,8.667,9.167,2.045,0.55
5921,39.281,26.513,11.444,11.745,7.06,3.133,0.824
5922,37.384,28.859,10.96,10.545,8.879,2.402,0.97
5923,38.351,27.382,10.94,9.266,11.303,2.103,0.654
5924,38.733,28.641,9.72,10.057,9.322,3.466,0.06
5925,34.918,31.202,10.638,11.626,8.237,2.543,0.837
5926,36.954,31.168,7.588,11.663,9.763,2.148,0.715
5927,39.253,28.667,11.429,9.958,8.353,1.354,0.987
5928,38.21,29.019,9.293,11.614,8.395,2.508,0.961
5929,37.778,28.739,9.033,10.709,10.049,2.677,1.017
5930,38.229,28.792,9.827,10.484,10.046,1.824,0.798
5931,37.774,29.062,9.719,10.295,10.061,2.259,0.83
5932,39.403,30.204,9.264,8.238,10.088,1.828,0.976
5933,38.396,31.245,8.486,11.025,7.727,2.047,1.075
5934,38.919,30.346,9.544,10.08,9.264,1.208,0.638
5935,38.249,29.245,9.87,11.253,8.923,1.764,0.697
5936,36.851,27.454,10.601,10.704,11.069,2.341,0.981
5937,35.558,30.073,9.959,12.126,8.289,3.022,0.974
5938,39.196,28.856,8.939,11.146,8.638,2.156,1.069
5939,37.967,29.069,10.171,9.336,10.032,2.405,1.02
5940,38.03,28.858,10.762,11.146,8.899,1.646,0.66
5941,36.845,30.682,10.153,11.809,8.504,1.766,0.241
5942,38.452,28.531,10.254,10.729,9.221,1.844,0.968
5943,38.131,29.95,8.849,11.133,9.224,1.758,0.956
5944,38.103,29.597,9.791,11.063,8.239,2.161,1.046
5945,38.508,28.853,10.792,9.825,9.107,2.078,0.837
5946,37.144,29.885,10.718,9.549,9.449,2.394,0.861
5947,38.39,26.784,9.225,11.892,11.064,1.779,0.866
5948,38.312,29.138,9.616,8.818,10.457,2.75,0.909
5949,38.99,28.909,8.762,10.728,8.347,2.559,1.705
5950,36.987,29.653,11.647,10.583,7.721,2.704,0.705
5951,38.472,29.227,10.608,9.694,8.624,2.857,0.517
5952,39.657,27.212,9.345,9.791,10.55,2.671,0.772
5953,37.193,29.51,9.746,11.127,8.317,2.612,1.496
5954,39.084,29.32,10.968,10.078,7.667,2.471,0.411
5955,40.503,27.851,10.403,11.006,8.041,1.423,0.773
5956,37.153,29.184,10.59,10.186,9.169,3.297,0.422
5957,37.884,27.853,9.275,11.008,10.755,2.583,0.642
5958,36.696,29.857,10.651,10.032,9.761,1.687,1.316
5959,36.828,31.096,9.702,10.165,8.893,1.993,1.323
5960,36.316,28.707,9.78,10.387,11.687,2.388,0.735
5961,38.719,30.283,8.687,10.436,10.172,1.049,0.654
5962,39.023,27.757,10.619,10.358,8.804,3.077,0.361
5963,37.387,29.594,10.855,8.359,10.857,2.138,0.81
5964,38.506,32.276,8.765,9.272,8.56,1.953,0.668
5965,38.142,29.109,9.707,10.846,9.469,2.221,0.507
5966,40.257,28.824,9.478,10.313,8.771,1.814,0.544
5967,37.824,28.65,9.362,11.695,9.774,2.168,0.528
5968,39.231,27.036,10.549,9.476,11.343,1.675,0.689
5969,38.024,29.084,10.882,9.853,9.309,1.831,1.018
5970,40.54,27.463,9.44,9.759,10.403,2.063,0.333
5971,41.696,28.609,8.618,10.303,8.685,1.794,0.294
5972,38.747,29.779,8.467,10.975,9.305,2.044,0.682
5973,38.38,29.139,10.225,10.749,9.353,1.596,0.558
5974,36.876,28.826,8.18,10.933,10.675,3.173,1.339
5975,37.796,30.518,7.785,9.635,10.549,2.826,0.891
5976,35.484,29.432,10.095,11.286,9.754,2.815,1.133
5977,36.758,30.032,9.424,11.462,10.284,1.617,0.424
5978,37.383,31.394,9.02,10.051,8.78,2.88,0.493
5979,37.417,29.217,9.365,10.528,10.406,2.342,0.725
5980,36.886,28.899,10.78,12.178,8.426,2.121,0.709
5981,36.373,31.81,10.113,10.174,8.73,2.186,0.615
5982,36.253,30.826,8.746,12.896,8.697,2.196,0.386
5983,39.997,27.674,10.18,9.984,8.908,2.46,0.797
5984,38.289,29.307,10.254,10.115,8.747,2.228,1.06
5985,37.469,32.282,10.58,8.614,7.833,2.387,0.835
5986,40.045,28.808,9.444,10.501,8.062,2.074,1.067
5987,39.127,30.277,10.689,8.771,8.424,2.159,0.553
5988,37.144,29.439,9.64,11.727,9.812,1.543,0.695
5989,38.773,27.709,10.238,10.225,8.996,2.767,1.293
5990,34.251,31.358,11.449,10.625,9.964,1.731,0.622
5991,37.864,29.902,8.948,10.296,9.803,2.616,0.571
5992,36.342,31.041,8.636,10.522,9.503,2.748,1.207
5993,39.398,27.523,9.501,10.097,10.548,2.383,0.55
5994,37.919,31.005,10.515,8.995,9.219,2.347,0.001
5995,38.85,30.139,8.081,11.001,8.572,2.323,1.035
5996,38.018,27.56,10.299,12.175,8.833,2.177,0.938
5997,39.249,29.712,8.403,10.553,9.015,2.428,0.641
5998,36.522,29.691,10.587,9.969,9.515,2.724,0.992
5999,39.071,28.27,9.389,11.477,9.063,2.338,0.391
6000,36.19,30.606,9.586,10.726,9.946,2.24,0.705
6001,37.761,28.418,9.442,10.366,10.435,2.717,0.862
6002,37.063,30.561,10.542,10.223,7.746,2.909,0.955
6003,38.698,28.342,9.28,9.695,10.98,2.006,0.998
6004,36.851,28.854,10.586,9.399,10.844,2.654,0.811
6005,36.206,28.324,10.569,11.086,11.179,1.809,0.828
6006,35.727,29.703,10.632,11.647,9.283,1.864,1.145
6007,38.147,30.201,9.908,9.649,9.373,1.826,0.896
6008,39.394,29.985,8.922,10.539,8.409,1.975,0.776
6009,38.587,31.037,8.333,9.927,9.28,2.098,0.737
6010,39.39,27.761,8.988,11.059,10.936,1.78,0.086
6011,35.904,31.714,9.883,9.874,8.911,2.334,1.38
6012,37.968,29.445,10.912,9.647,8.842,2.262,0.923
6013,37.241,28.639,10.69,11.333,10.131,1.474,0.493
6014,36.212,29.987,10.908,9.751,8.975,3.286,0.882
6015,34.77,31.103,10.735,9.547,11.23,1.938,0.677
6016,39.256,27.805,9.285,11.125,10.022,2.023,0.483
6017,36.874,30.345,10.088,10.018,9.612,2.326,0.737
6018,38.683,29.309,9.106,11.391,8.725,2.201,0.585
6019,37.568,27.805,11.441,10.054,9.496,2.947,0.688
6020,37.876,28.67,9.679,10.038,10.358,2.79,0.59
6021,37.034,29.758,10.115,10.937,8.979,2.589,0.588
6022,38.296,29.281,8.998,10.818,9.24,2.719,0.649
6023,37.834,29.744,10.349,10.229,9.633,1.892,0.32
6024,40.23,29.279,9.133,9.778,8.952,1.74,0.89
6025,37.996,31.367,7.184,10.861,9.877,1.856,0.86
6026,39.083,27.74,9.693,11.3,8.231,2.85,1.104
6027,40.007,26.182,9.767,11.491,9.567,2.532,0.453
6028,37.762,30.169,8.191,10.805,9.602,2.636,0.836
6029,36.843,28.961,10.503,11.042,9.612,2.007,1.032
6030,37.372,29.755,8.918,11.917,9.414,2.311,0.313
6031,39.656,29.96,8.596,8.185,10.076,2.799,0.728
6032,34.717,31.186,9.891,11.408,9.346,2.785,0.667
6033,37.598,29.43,9.406,9.567,10.783,2.265,0.95
6034,39.307,28.75,9.942,9.812,9.861,1.537,0.791
6035,38.498,28.92,9.102,9.842,10.591,2.093,0.954
6036,37.432,31.489,9.749,9.003,10.233,1.451,0.644
6037,37.749,29.152,11.307,8.924,9.308,2.549,1.011
6038,37.565,28.995,9.7,11.263,9.304,2.414,0.758
6039,36.941,30.161,11.276,10.481,8.733,1.786,0.622
6040,37.001,30.012,10.043,10.861,8.672,2.804,0.607
6041,38.261,30.006,10.688,9.83,8.294,2.789,0.132
6042,37.709,30.385,9.851,10.319,9.517,1.837,0.383
6043,38.234,28.526,10.919,10.174,9.587,1.859,0.701
6044,40.079,28.556,10.199,10.012,8.064,2.514,0.577
6045,39.657,28.758,10.02,9.95,9.046,1.54,1.029
6046,35.601,29.573,9.633,11.714,10.674,2.466,0.338
6047,36.453,28.381,10.097,12.215,10.548,2.002,0.304
6048,39.373,28.043,10.149,9.931,9.702,2.249,0.552
6049,37.469,29.607,10.436,11.246,8.309,2.04,0.893
6050,37.686,29.447,8.595,11.173,9.725,2.743,0.631
6051,35.062,29.158,10.79,10.869,9.746,3.256,1.119
6052,39.323,29.199,10.339,10.932,7.802,1.893,0.512
6053,37.881,29.695,9.563,9.94,9.556,2.73,0.635
6054,35.03,28.795,10.311,11.585,10.556,3.12,0.603
6055,40.474,29.392,9.222,8.945,9.541,2.011,0.415
6056,36.653,30.498,9.453,10.213,9.853,2.199,1.131
6057,37.959,30.532,9.839,9.064,9.942,2.112,0.553
6058,36.568,29.258,10.096,10.216,10.945,2.329,0.588
6059,39.053,28.442,8.999,10.999,9.353,2.565,0.589
6060,39.72,30.226,9.098,8.94,7.5,3.663,0.853
6061,36.943,31.665,9.114,10.475,8.75,1.983,1.07
6062,37.138,30.079,10.243,10.89,8.413,2.821,0.416
6063,36.64,29.397,10.186,12.049,9.098,2.464,0.165
6064,37.44,29.415,7.69,11.727,10.562,2.661,0.505
6065,36.042,30.158,11.449,9.062,10.238,2.323,0.727
6066,39.186,29.751,8.329,10.544,9.356,2.377,0.456
6067,38.253,29.369,9.475,11.162,8.682,2.338,0.721
6068,37.105,30.818,9.597,9.939,10.172,1.434,0.936
6069,39.975,27.951,10.351,11.83,7.887,1.69,0.316
6070,37.189,29.008,10.648,11.733,8.602,2.019,0.801
6071,40.533,28.615,8.69,9.087,10.312,1.94,0.822
6072,37.109,30.225,9.005,10.592,9.621,2.512,0.935
6073,37.965,28.216,9.345,10.446,11.014,2.299,0.715
6074,37.899,30.596,9.821,8.088,10.942,1.766,0.89
6075,37.68,31.221,8.725,10.232,9.962,2.175,0.006
6076,41.44,26.373,9.982,8.719,9.8,3.169,0.517
6077,40.056,27.717,9.917,9.357,8.647,3.065,1.242
6078,38.293,32.608,8.674,9.964,8.939,1.313,0.21
6079,38.596,28.425,9.637,9.392,10.028,2.666,1.255
6080,38.233,29.686,9.358,9.904,10.143,1.99,0.687
6081,38.067,28.488,10.952,9.353,10.125,2.142,0.873
6082,36.931,30.525,9.769,10.021,9.696,2.311,0.748
6083,35.58,30.932,8.934,10.499,9.66,3.29,1.105
6084,37.767,29.665,10.118,10.128,9.461,2.278,0.582
6085,37.544,29.317,9.592,11.711,8.678,2.621,0.538
6086,37.596,29.859,10.51,10.195,7.912,2.975,0.953
6087,34.425,31.562,10.247,9.407,10.73,2.723,0.906
6088,37.68,29.995,10.686,9.251,8.991,2.433,0.964
6089,38.291,28.333,9.21,10.122,10.186,2.254,1.604
6090,35.469,31.343,8.905,11.627,9.519,2.411,0.726
6091,36.869,31.623,9.376,10.102,9.47,1.731,0.829
6092,37.599,26.875,10.728,11.194,10.047,2.88,0.676
6093,39.036,28.832,9.412,8.591,10.548,2.621,0.96
6094,37.891,28.427,9.914,10.817,9.274,2.962,0.716
6095,40.161,29.527,8.858,9.861,8.791,2.205,0.598
6096,38.803,27.703,9.274,11.197,9.945,2.16,0.919
6097,37.403,28.665,10.451,9.736,10.539,2.3,0.907
6098,38.876,26.985,9.514,10.621,10.65,2.675,0.679
6099,35.36,29.578,10.751,10.748,10.485,2.3,0.778
6100,37.612,29.777,10.627,8.962,9.572,2.563,0.887
6101,37.782,28.537,9.997,10.273,10.697,2.046,0.668
6102,36.111,30.348,12.044,10.042,8.7,1.592,1.164
6103,38.779,30.119,9.882,8.058,10.074,2.602,0.486
6104,38.389,29.382,8.083,9.889,10.612,2.859,0.787
6105,39.563,29.888,9.397,9.691,7.889,2.579,0.993
6106,37.843,30.479,8.327,11.168,8.786,2.216,1.18
6107,38.346,29.459,8.381,11.372,9.053,2.845,0.543
6108,37.376,28.933,10.876,9.508,11.338,1.75,0.221
6109,37.99,26.773,11.342,9.835,10.543,2.314,1.203
6110,38.275,28.432,8.911,11.291,9.957,2.254,0.881
6111,38.442,27.991,11.548,9.356,8.926,3.328,0.409
6112,36.599,29.953,9.802,10.958,9.672,2.455,0.561
6113,35.225,30.601,10.188,10.444,9.989,2.736,0.819
6114,38.047,29.444,9.511,10.341,9.1,2.281,1.277
6115,36.162,31.605,7.714,10.293,10.642,2.673,0.911
6116,37.893,29.559,9.755,10.1,9.692,2.306,0.695
6117,37.982,29.04,9.196,9.494,11.24,2.249,0.798
6118,37.717,30.413,11.468,8.323,9.549,1.825,0.706
6119,37.494,30.065,9.973,9.986,9.071,2.572,0.839
6120,37.626,29.254,9.688,10.266,9.856,2.516,0.794
6121,36.989,29.547,9.011,10.786,8.884,3.353,1.429
6122,35.627,28.635,10.457,11.676,9.765,3.096,0.745
6123,39.355,30.216,8.819,9.928,9.425,1.997,0.259
6124,37.419,29.229,9.417,10.427,10.956,2.024,0.528
6125,37.306,30.994,8.34,11.555,8.588,2.349,0.867
6126,39.975,25.572,9.693,11.691,9.916,2.023,1.129
6127,37.124,29.327,11.251,10.123,9.498,2.251,0.424
6128,36.167,30.36,11.297,10.929,7.959,2.664,0.624
6129,38.256,29.828,10.112,10.221,8.876,1.707,0.999
6130,36.946,28.994,9.038,11.639,9.188,3.087,1.107
6131,38.51,28.072,9.179,11.092,9.87,2.42,0.856
6132,37.382,30.144,9.439,10.666,9.661,2.233,0.475
6133,40.386,26.111,9.153,11.711,10.13,1.894,0.616
6134,37.095,28.907,9.748,11.26,11.091,1.505,0.395
6135,37.168,28.69,11.503,11.334,8.472,1.794,1.038
6136,35.288,30.429,9.35,9.72,12.102,2.479,0.632
6137,38.37,27.148,11.933,11.611,8.188,2.187,0.563
6138,36.586,30.807,8.667,11.05,9.361,2.619,0.911
6139,36.745,29.843,10.432,10.318,9.455,2.344,0.863
6140,39.668,28.978,9.832,10.056,8.596,2.294,0.577
6141,40.176,30.711,9.324,9.466,8.009,2.094,0.221
6142,39.275,29.934,7.113,10.079,9.006,3.171,1.422
6143,37.981,27.722,9.684,10.94,9.716,2.931,1.025
6144,38.695,28.85,8.654,11.482,9.729,2.383,0.208
6145,37.852,29.696,9.243,10.544,9.07,2.819,0.776
6146,38.871,29.331,9.016,10.266,9.366,2.515,0.635
6147,38.302,28.258,9.503,10.64,10.775,2.239,0.283
6148,35.65,30.278,10.586,11.008,9.112,2.538,0.828
6149,38.001,30.023,9.802,9.476,9.606,2.32,0.771
6150,38.199,30.376,9.565,10.656,9.349,1.276,0.579
6151,36.618,30.064,8.177,12.34,10.138,2.233,0.43
6152,38.687,26.12,10.366,11.082,10.524,2.072,1.149
6153,37.827,30.723,8.544,11.215,9.489,1.746,0.457
6154,38.233,30.017,9.438,8.919,10.319,2.404,0.671
6155,37.744,31.212,9.359,10.393,8.434,2.326,0.531
6156,37.798,30.894,8.484,9.288,10.448,2.493,0.595
6157,37.928,30.366,8.989,10.083,9.811,2.209,0.615
6158,36.994,27.421,9.27,11.133,10.85,3.334,0.997
6159,38.589,32.481,8.658,9.679,7.278,2.158,1.157
6160,38.174,31.048,7.904,10.847,8.579,2.819,0.629
6161,35.897,29.194,11.1,10.831,10.557,1.466,0.954
6162,38.127,28.659,10.741,10.575,8.723,2.229,0.947
6163,39.689,28.0,9.819,10.402,9.596,1.548,0.947
6164,39.695,28.494,8.526,10.813,9.281,2.475,0.715
6165,38.527,29.266,9.446,9.189,9.568,2.596,1.408
6166,39.949,26.949,10.755,9.743,10.105,2.395,0.105
6167,37.373,30.012,10.627,9.82,8.614,2.451,1.102
6168,36.869,31.209,7.629,10.344,10.449,2.488,1.011
6169,36.759,30.156,9.876,10.841,8.833,2.765,0.769
6170,37.545,30.346,9.479,10.669,8.848,2.559,0.554
6171,36.74,30.541,9.59,10.915,8.807,2.835,0.572
6172,36.473,29.726,9.45,10.685,10.404,2.683,0.58
6173,38.22,30.122,8.561,11.241,9.244,2.368,0.243
6174,37.621,28.713,10.141,11.558,9.101,2.304,0.562
6175,38.28,29.021,8.512,11.598,10.19,1.503,0.895
6176,37.199,29.145,10.643,10.508,9.978,1.841,0.687
6177,39.331,29.201,9.528,10.03,9.614,1.977,0.319
6178,39.713,30.227,7.928,8.337,10.724,2.122,0.95
6179,37.38,28.168,10.157,11.147,9.373,3.048,0.728
6180,37.027,28.339,10.842,11.707,10.062,1.912,0.111
6181,39.541,27.178,7.605,12.141,10.826,2.158,0.552
6182,36.272,29.847,9.322,10.587,11.212,2.301,0.46
6183,37.268,30.987,9.018,9.444,10.057,2.365,0.861
6184,38.684,30.668,10.17,9.778,7.63,2.605,0.464
6185,38.054,29.723,9.682,9.369,10.143,2.089,0.939
6186,39.421,29.405,9.209,10.085,9.425,2.074,0.38
6187,38.482,28.861,10.714,10.491,9.157,1.9,0.395
6188,35.077,30.474,10.649,10.868,9.893,2.291,0.747
6189,37.939,30.581,10.95,9.969,7.768,2.464,0.328
6190,36.463,30.863,9.59,10.741,8.375,3.068,0.899
6191,40.678,31.93,8.677,9.211,6.878,1.446,1.18
6192,35.274,30.598,10.468,9.596,10.961,2.661,0.443
6193,39.085,28.516,8.443,11.111,9.429,2.522,0.896
6194,38.911,29.133,8.708,10.466,9.473,2.325,0.985
6195,37.863,29.952,8.767,10.966,9.675,2.43,0.347
6196,36.624,29.925,10.05,10.557,9.876,2.301,0.667
6197,38.935,29.794,9.295,11.45,7.73,2.28,0.515
6198,38.444,30.304,7.64,11.139,9.905,1.994,0.573
6199,35.598,30.304,11.159,10.628,8.991,2.304,1.016
6200,37.544,28.82,10.189,11.048,9.38,2.253,0.767
6201,36.652,27.505,9.464,12.286,10.315,2.933,0.846
6202,38.333,29.22,8.434,12.139,9.352,1.964,0.557
6203,36.832,27.636,11.005,12.14,9.329,2.635,0.424
6204,40.324,31.168,9.149,9.059,6.768,2.052,1.479
6205,36.831,31.916,8.586,9.642,9.249,3.025,0.752
6206,38.443,29.179,10.748,10.625,8.061,2.159,0.785
6207,36.639,30.827,9.085,9.988,9.79,2.884,0.786
6208,39.118,28.772,8.161,12.063,8.484,2.672,0.729
6209,38.652,30.376,10.275,8.942,8.811,1.687,1.257
6210,36.898,31.582,8.342,9.219,10.822,2.322,0.815
6211,39.512,28.447,9.112,10.099,9.428,2.883,0.519
6212,39.578,27.635,9.865,11.507,8.992,1.636,0.788
6213,39.56,28.229,9.187,10.803,8.912,2.069,1.24
6214,38.081,29.51,9.987,10.849,9.01,2.129,0.435
6215,37.221,28.902,10.671,10.122,10.047,2.265,0.774
6216,38.797,28.144,9.389,10.238,10.774,1.718,0.939
6217,38.087,28.283,8.777,11.731,9.584,2.511,1.026
6218,37.257,29.842,9.352,12.007,9.563,1.458,0.52
6219,36.153,28.223,9.506,13.304,8.976,2.726,1.113
6220,36.326,29.697,9.239,9.959,11.492,2.364,0.925
6221,38.229,29.269,8.845,9.493,10.238,2.731,1.195
6222,35.987,27.159,10.962,10.467,11.636,2.55,1.24
6223,36.527,29.32,12.38,10.79,8.734,1.869,0.381
6224,36.296,29.229,10.419,10.611,9.492,2.804,1.151
6225,38.356,29.907,9.385,9.975,9.197,2.147,1.032
6226,39.025,31.002,8.817,9.764,8.795,2.049,0.548
6227,37.295,27.401,10.775,9.76,11.312,2.736,0.722
6228,37.403,29.758,8.632,10.268,9.386,3.364,1.187
6229,38.098,29.431,9.979,9.781,9.128,2.946,0.637
6230,36.485,30.671,10.557,8.93,9.378,2.918,1.061
6231,37.879,29.043,9.626,11.671,8.956,1.484,1.342
6232,38.65,28.255,8.888,12.216,8.906,2.229,0.855
6233,40.015,29.47,9.836,9.396,8.697,1.939,0.648
6234,37.048,29.444,8.984,11.063,9.898,2.728,0.836
6235,37.185,29.852,9.409,11.087,9.692,1.936,0.838
6236,39.533,30.878,8.536,10.346,8.548,2.105,0.054
6237,39.882,29.548,7.72,11.402,8.498,2.394,0.555
6238,36.745,30.073,10.867,10.205,9.304,1.888,0.918
6239,38.378,28.06,9.324,11.02,10.795,1.939,0.484
6240,40.316,28.217,8.209,10.445,8.772,2.882,1.159
6241,37.361,31.373,9.89,9.289,8.607,2.457,1.023
6242,36.779,29.532,9.932,10.805,9.654,2.372,0.927
6243,38.341,29.383,10.448,9.78,8.908,2.439,0.701
6244,38.919,26.577,9.502,10.655,10.714,2.804,0.829
6245,37.83,29.872,11.151,10.766,8.083,1.388,0.91
6246,38.005,28.528,9.575,10.624,10.879,2.015,0.373
6247,38.823,29.388,7.85,11.026,10.376,1.576,0.961
6248,36.167,29.395,10.199,10.641,10.005,2.746,0.846
6249,37.391,30.456,10.268,10.916,8.123,2.072,0.775
6250,40.077,29.023,9.176,10.045,9.418,1.587,0.674
6251,38.846,28.508,9.769,9.751,10.36,2.244,0.523
6252,39.247,28.309,10.379,10.715,9.019,1.964,0.367
6253,37.276,30.633,8.812,10.621,10.025,1.558,1.075
6254,35.278,30.287,11.299,9.485,9.727,3.389,0.536
6255,37.422,31.259,8.24,11.078,8.892,2.532,0.577
6256,37.135,29.559,9.98,10.684,9.435,2.24,0.966
6257,36.321,31.082,9.131,10.8,9.112,2.532,1.022
6258,36.581,28.237,11.382,11.239,10.183,1.975,0.403
6259,36.497,28.995,10.695,10.794,10.163,2.67,0.186
6260,38.644,29.662,9.317,9.733,9.763,2.283,0.598
6261,37.11,30.896,8.698,11.14,9.523,2.477,0.157
6262,39.477,29.111,9.866,9.136,9.961,1.873,0.575
6263,38.265,28.958,10.043,10.91,8.816,2.74,0.269
6264,38.501,28.94,10.403,10.557,8.484,2.496,0.619
6265,39.093,27.422,10.261,10.604,9.661,2.062,0.896
6266,37.898,27.674,10.257,10.775,10.232,2.465,0.699
6267,37.158,29.907,10.928,10.313,9.013,1.935,0.746
6268,38.078,29.608,9.401,10.41,9.894,1.997,0.612
6269,35.479,31.988,10.102,10.975,8.717,1.93,0.809
6270,37.462,28.096,10.577,10.883,9.879,2.499,0.604
6271,39.544,28.658,8.92,10.179,10.15,1.966,0.581
6272,38.578,29.003,8.75,11.674,9.078,1.628,1.288
6273,35.136,29.582,10.561,10.06,12.215,1.874,0.571
6274,37.78,30.526,9.147,9.781,9.902,2.33,0.534
6275,37.064,30.82,8.819,11.94,8.478,2.059,0.82
6276,37.813,29.225,9.843,9.856,10.023,2.668,0.573
6277,39.006,29.405,9.26,11.387,7.394,2.99,0.558
6278,37.435,31.115,9.971,10.098,8.557,2.496,0.328
6279,37.982,29.247,11.546,9.012,9.934,1.807,0.471
6280,40.617,30.189,8.983,7.931,9.674,1.763,0.844
6281,39.7,27.32,9.425,12.507,7.816,2.392,0.84
6282,37.385,28.406,10.426,11.514,10.177,1.703,0.388
6283,38.617,28.798,8.883,10.262,9.947,2.392,1.1
6284,38.649,30.106,8.463,10.903,9.812,2.026,0.041
6285,38.831,30.844,7.84,10.28,9.576,2.056,0.573
6286,36.829,29.278,12.183,9.234,9.563,2.118,0.795
6287,38.771,28.36,10.231,9.571,10.167,2.599,0.301
6288,40.019,27.969,8.662,10.044,10.669,1.867,0.771
6289,35.506,30.136,11.286,10.262,10.71,1.839,0.26
6290,39.253,28.896,9.661,10.066,8.814,2.683,0.629
6291,37.954,28.164,9.298,11.281,10.008,2.421,0.873
6292,38.425,29.133,9.976,10.764,8.278,2.552,0.872
6293,39.072,30.964,9.11,10.325,7.984,2.132,0.413
6294,37.471,30.87,9.456,10.247,9.048,2.329,0.579
6295,37.265,29.062,9.811,11.782,9.709,1.79,0.58
6296,38.302,29.173,9.351,8.161,11.74,2.88,0.393
6297,36.311,31.052,9.15,10.639,9.904,1.96,0.984
6298,38.268,29.408,9.323,10.442,9.667,2.503,0.39
6299,39.253,26.694,9.489,11.264,9.778,2.103,1.419
6300,38.298,29.619,9.44,11.551,8.798,2.095,0.199
